pipeline_id,cluster,request_received,original_start_date,request_type,client_priority,client,engagement_manager,likely_start_date,start_date_confirmed,number_of_weeks_raw,deal_stage,solution,priority,status,resources_requested_raw,pct_raw,skillset,sow_signed_raw,comments,canonical_role,allocation_pct,sow_signed,demand_bucket,duration_weeks,likely_end_date
PIPE_0229,5,24-02-2026,09-03-2026,New,Other,Marshall,XYXY,31-08-2026,No,3,,,Low,Not Resourced,P,12.5,,Yes,,Principal,12.5,True,confirmed,3.0,21-09-2026
PIPE_0230,5,,09-03-2026,,,,,31-08-2026,,,,,Low,Not Resourced,PA,25,,Yes,,Associate Partner,25.0,True,confirmed,16.0,21-12-2026
PIPE_0231,5,,09-03-2026,,,,,31-08-2026,,,,,Low,Not Resourced,EM,50,,Yes,Already assigned to PureFin - has 50% available,Solution Consultant,50.0,True,confirmed,16.0,21-12-2026
PIPE_0232,5,,09-03-2026,,,,,31-08-2026,,,,,Low,Not Resourced,SAC,100,,Yes,,Senior Associate Consultant,100.0,True,confirmed,16.0,21-12-2026
PIPE_0233,5,,09-03-2026,,,,,31-08-2026,,,,,Low,Not Resourced,AC,100,,Yes,new hire ,Associate Consultant,100.0,True,confirmed,16.0,21-12-2026
PIPE_0234,5,,09-03-2026,,,,,31-08-2026,,,,,Low,Not Resourced,Sol Con,100,"Business Acumen - Understanding of business processes and metrics to align BI solutions with business goals and strategies., Time Management - Strong organizational skills to manage multiple projects and priorities., Business Acumen - Understanding of business processes and metrics to align BI solutions with business goals and strategies.",Yes,,Solution Consultant,100.0,True,confirmed,16.0,21-12-2026
PIPE_0235,5,,09-03-2026,,,,,31-08-2026,,,,,Low,Not Resourced,SSE,100,"Technical Skills - Familiarity with relevant tools and technologies specific to the consulting field.

Proficiency in data analysis software, project management tools, or CRM systems., Data Visualization Tools - Experience with BI tools like Tableau, Power BI, or QlikView., Technical Skills - Familiarity with relevant tools and technologies specific to the consulting field.

Proficiency in data analysis software, project management tools, or CRM systems.",Yes,,Senior Software Engineer,100.0,True,confirmed,16.0,21-12-2026
PIPE_0236,3,,,,Gold,Myth,,01-07-2026,,,Build the Proposition,,Low,Not Resourced,SAC,100,,No,,Senior Associate Consultant,100.0,False,speculative,16.0,21-10-2026
PIPE_0237,5,16-04-2026,20-07-2026,Next Phase,Gold,Dominos,,20-07-2026,No,7,Signed,,Low,Not Resourced,AC,100,,No,,Associate Consultant,100.0,False,speculative,7.0,07-09-2026
PIPE_0238,5,,20-07-2026,,Gold,,,20-07-2026,,,,,Low,Not Resourced,Enabler,100,"Dimensional, Lakehouse & Warehouse Architecture patterns, Snowflake with dbt",No,,Solutions Enabler,100.0,False,speculative,16.0,09-11-2026
PIPE_0239,5,,20-07-2026,,Gold,,,20-07-2026,,,,,Low,Not Resourced,SE ,100,"Dimensional, AWS, Data observability",No,,Software Engineer,100.0,False,speculative,16.0,09-11-2026
PIPE_0240,5,23-04-2026,18-05-2026,,Silver,Onida,,03-08-2026,Yes,16,,,High,Not Resourced,SC,25,,No,,Solution Consultant,25.0,False,speculative,16.0,23-11-2026
PIPE_0241,5,,18-05-2026,,Silver,,,03-08-2026,,,,,High,Not Resourced,SAC,100,,No,,Senior Associate Consultant,100.0,False,speculative,16.0,23-11-2026
PIPE_0242,5,,18-05-2026,,Silver,,,03-08-2026,,,,,High,Not Resourced,PA,12.5,,No,,Associate Partner,12.5,False,speculative,16.0,23-11-2026
PIPE_0243,5,,18-05-2026,,Silver,,,03-08-2026,,,,,High,Not Resourced,Sol Con,50,"Data Modelling - Skills in designing and implementing data models., Data Modelling - Skills in designing and implementing data models., Adaptability - Flexibility to adapt to changing client needs and environments.",No,,Solution Consultant,50.0,False,speculative,16.0,23-11-2026
PIPE_0244,5,,18-05-2026,,Silver,,,03-08-2026,,,,,High,Not Resourced,Enabler,100,"Workspace, environment & compute management, Logging, auditing & Lineage, SQL",No,,Solutions Enabler,100.0,False,speculative,16.0,23-11-2026
PIPE_0245,5,,18-05-2026,,Silver,,,03-08-2026,,,,,High,Not Resourced,SSE,100,"Performance & cost optimization by design, GCP, Risk identification & mitigation",No,,Senior Software Engineer,100.0,False,speculative,16.0,23-11-2026
PIPE_0246,5,,18-05-2026,,Silver,,,03-08-2026,,,,,High,Not Resourced,SE,100,"Data Warehousing- Understanding of data warehousing concepts and architecture., SQL Proficiency-Ability to write complex queries and optimize them for performance., Understanding of how to handle large volumes of data. - Handelling large data volumes",No,,Software Engineer,100.0,False,speculative,16.0,23-11-2026
PIPE_0247,5,,18-05-2026,,Silver,,,03-08-2026,,,,,High,Not Resourced,SE,12.5,"Time Management - Strong organizational skills to manage multiple projects and priorities., SQL Proficiency-Ability to write complex queries and optimize them for performance., Business Acumen - Understanding of business operations and financial principles.",No,DevOps Engineer,Software Engineer,12.5,False,speculative,16.0,23-11-2026
PIPE_0248,2,06-05-2026,26-05-2026,Next Phase,Gold,Toshiba,,10-08-2026,No,6,Propose & Negotiate,Value Creation,Low,Part Resourced ,P,12.5,,No,,Principal,12.5,False,speculative,6.0,21-09-2026
PIPE_0249,2,,26-05-2026,,Gold,,,10-08-2026,,,,,Low,Part Resourced ,EM,50,,No,,Solution Consultant,50.0,False,speculative,16.0,30-11-2026
PIPE_0250,2,,26-05-2026,,Gold,,,10-08-2026,,,,,Low,Not Resourced,SAC/AC,100,,No,SAC or Experienced AC has led workstreams independently,Associate Consultant,100.0,False,speculative,16.0,30-11-2026
PIPE_0251,2,,26-05-2026,,Gold,,,10-08-2026,,,,,Low,Not Resourced,PA,25,,No,(all - or as much as possible - Data Science & ML CoE,Associate Partner,25.0,False,speculative,16.0,30-11-2026
PIPE_0252,2,,26-05-2026,,Gold,,,10-08-2026,,,,,Low,Not Resourced,Enabler,100,"Pinecone, Python, Kubeflow",No,(all - or as much as possible - Data Science & ML CoE,Solutions Enabler,100.0,False,speculative,16.0,30-11-2026
PIPE_0253,2,,26-05-2026,,Gold,,,10-08-2026,,,,,Low,Not Resourced,SSE,100,"security groups, Terraform, Tracing",No,(all - or as much as possible - Data Science & ML CoE,Senior Software Engineer,100.0,False,speculative,16.0,30-11-2026
PIPE_0254,2,,26-05-2026,,Gold,,,10-08-2026,,,,,Low,Part Resourced ,SSE,100,"Deployment troubleshooting, Jenkins, Scrapy",No,Free of charge (will be covered by Navya as part of utilisation workstream) ,Senior Software Engineer,100.0,False,speculative,16.0,30-11-2026
PIPE_0255,2,,26-05-2026,,Gold,,,10-08-2026,,,,,Low,Not Resourced,SE,100,"Security by-design, Azure, Data observability",No,(all - or as much as possible - Data Science & ML CoE,Software Engineer,100.0,False,speculative,16.0,30-11-2026
PIPE_0256,4,08-05-2026,01-06-2026,New Request,Bronze,Lenova,,10-08-2026,No*,4,Build the Proposition,Due Diligence,Medium,Not Resourced,AP,12.5,,No,,Associate Partner,12.5,False,speculative,4.0,07-09-2026
PIPE_0257,4,,01-06-2026,,Bronze,,,10-08-2026,,,,,Medium,Not Resourced,P,37.5,,No,,Principal,37.5,False,speculative,16.0,30-11-2026
PIPE_0258,4,,01-06-2026,,Bronze,,,10-08-2026,,,,,Medium,Not Resourced,C,50,,No,"strong commercial sense, client engagement, engagement management",Consultant,50.0,False,speculative,16.0,30-11-2026
PIPE_0259,4,,01-06-2026,,Bronze,,,10-08-2026,,,,,Medium,Not Resourced,AC,100,,No,"strong commercial sense, problem solving, slide writing, client engagement",Associate Consultant,100.0,False,speculative,16.0,30-11-2026
PIPE_0260,4,,01-06-2026,,Bronze,,,10-08-2026,,,,,Medium,Not Resourced,PA,37.5,,No,,Associate Partner,37.5,False,speculative,16.0,30-11-2026
PIPE_0261,4,,01-06-2026,,Bronze,,,10-08-2026,,,,,Medium,Not Resourced,SE,100,"Data Governance and Security - data governance & security principles and best practices., SQL Proficiency-Ability to write complex queries and optimize them for performance., Time Management - Strong organizational skills to manage multiple projects and priorities.",No,experience with data gap assessment and data due diligence preferred,Software Engineer,100.0,False,speculative,16.0,30-11-2026
PIPE_0262,5,14-05-2026,01-06-2026,New Request,Other,LG,,17-08-2026,No,8,Build the Proposition,,Complete,Resourced,P,12.5,,No,,Principal,12.5,False,speculative,8.0,12-10-2026
PIPE_0263,5,14-05-2026,01-06-2026,,Other,,,17-08-2026,,,,,Complete,Resourced,PA,12.5,,No,,Associate Partner,12.5,False,speculative,16.0,07-12-2026
PIPE_0264,5,14-05-2026,01-06-2026,,Other,,,17-08-2026,,,,,Urgent,Not Resourced,SC,50,,No,,Solution Consultant,50.0,False,speculative,16.0,07-12-2026
PIPE_0265,5,14-05-2026,01-06-2026,,Other,,,17-08-2026,,,,,Urgent,Not Resourced,SAC,100,,No,Safa elsewhere,Senior Associate Consultant,100.0,False,speculative,16.0,07-12-2026
PIPE_0266,5,14-05-2026,01-06-2026,,Other,,,17-08-2026,,,,,Urgent,Not Resourced,Enabler,100,"Docker / Containerization, Large Language Models (LLMs)., AWS Lambda",No,Snowflake experience ,Solutions Enabler,100.0,False,speculative,16.0,07-12-2026
PIPE_0267,5,14-05-2026,01-06-2026,,Other,,,17-08-2026,,,,,Urgent,Not Resourced,SSE,100,"Branching, Node.JS, GraphQL",No,,Senior Software Engineer,100.0,False,speculative,16.0,07-12-2026
PIPE_0268,5,14-05-2026,01-06-2026,,Other,,,17-08-2026,,,,,Urgent,Not Resourced,SE,100,"Cloud AI Platform, Helicone, Bias detection tools",No,,Software Engineer,100.0,False,speculative,16.0,07-12-2026
PIPE_0269,5,15-05-2026,25-05-2026,Next Phase,Silver,Shell,,24-08-2026,Yes,12,,Core Reporting,Urgent,Part Resourced ,P,50,,No,,Principal,50.0,False,speculative,12.0,16-11-2026
PIPE_0270,5,15-05-2026,25-05-2026,,Silver,,,24-08-2026,,,,Exit Support,Urgent,Not Resourced,C ,50,,No,,Consultant,50.0,False,speculative,16.0,14-12-2026
PIPE_0271,5,15-05-2026,25-05-2026,,Silver,,,24-08-2026,,,,,Urgent,Not Resourced,PA,25,,No,,Associate Partner,25.0,False,speculative,16.0,14-12-2026
PIPE_0272,5,15-05-2026,25-05-2026,,Silver,,,24-08-2026,,,,,Urgent,Not Resourced,SAC or AC,100,,No,Preferences for Power BI + Customer Tool experience - strong end to end build phase experience ,Associate Consultant,100.0,False,speculative,16.0,14-12-2026
PIPE_0273,5,15-05-2026,25-05-2026,,Silver,,,24-08-2026,,,,,Urgent,Not Resourced,Sol Con,100,"Scrapy, JavaScript-rendered content, Terms of Service considerations",No,Fabric front end and power Bi,Solution Consultant,100.0,False,speculative,16.0,14-12-2026
PIPE_0274,5,15-05-2026,25-05-2026,,Silver,,,24-08-2026,,,,,Urgent,Not Resourced,SSE  ,100,"Block detection, User access issues, User access issues",No,,Senior Software Engineer,100.0,False,speculative,16.0,14-12-2026
PIPE_0275,5,15-05-2026,25-05-2026,,Silver,,,24-08-2026,,,,,Urgent,Not Resourced,SE,100,"Pandas, Numpy, XGBoost, Intelligent Document Processing (IDP) systems",No,strong Senior Software Engineer with end to end build experience- Fabric,Software Engineer,100.0,False,speculative,16.0,14-12-2026
PIPE_0276,1,26-03-2026,27-04-2026,New,Gold,Logitech,,31-08-2026,Yes,5,SOW with Customer,,Urgent,Resourced,AP,12.5,,Yes,,Associate Partner,12.5,True,confirmed,5.0,05-10-2026
PIPE_0277,1,26-03-2026,27-04-2026,,Gold,,,31-08-2026,,,,,Urgent,Resourced,M,50,,Yes,,Manager,50.0,True,confirmed,16.0,21-12-2026
PIPE_0278,1,26-03-2026,27-04-2026,,Gold,,,31-08-2026,,,,,Urgent,Resourced,C,100,,Yes,,Consultant,100.0,True,confirmed,16.0,21-12-2026
PIPE_0279,1,26-03-2026,27-04-2026,,Gold,,,31-08-2026,,,,,Urgent,Not Resourced,PA,25,,Yes,,Associate Partner,25.0,True,confirmed,16.0,21-12-2026
PIPE_0280,1,26-03-2026,27-04-2026,,Gold,,,31-08-2026,,,,,Urgent,Not Resourced,Sol Con,100,"Logging, Kubernetes, Bicep",Yes,Sol Con 100 or Sol Con 50 + SE 100,Solution Consultant,100.0,True,confirmed,16.0,21-12-2026
PIPE_0281,1,26-03-2026,27-04-2026,,Gold,,,31-08-2026,,,,,Urgent,Not Resourced,SE,100,"Industry Knowledge - Understanding of the specific industry or market, industry trends, challenges, and best practices., Industry Knowledge - Understanding of the specific industry or market, industry trends, challenges, and best practices., Understanding of how to handle large volumes of data. - Handelling large data volumes",Yes,,Software Engineer,100.0,True,confirmed,16.0,21-12-2026
PIPE_0282,5,20-05-2026,31-08-2026,,Bronze,Philips,,31-08-2026,Yes,,Deal Won ,,High,Not Resourced,P,12.5,,Yes,,Principal,12.5,True,confirmed,16.0,21-12-2026
PIPE_0283,5,20-05-2026,31-08-2026,,Bronze,,,31-08-2026,,,,,High,Not Resourced,M,12.5,,Yes,,Manager,12.5,True,confirmed,16.0,21-12-2026
PIPE_0284,5,20-05-2026,31-08-2026,,Bronze,,,31-08-2026,,8,,,High,Not Resourced,Snr Sol Con,50,"SQL Proficiency-Ability to write complex queries and optimize them for performance., Understanding of how to handle large volumes of data. - Handelling large data volumes, Project Management - Skills in planning, executing, and managing projects to meet deadlines and manage resources effectively.",Yes,,Senior Solution Consultant,50.0,True,confirmed,8.0,26-10-2026
PIPE_0285,5,20-05-2026,31-08-2026,,Bronze,,,31-08-2026,,,,,High,Not Resourced,Enabler,100,"GraphQL, Package Management (npm/pnpm), Iterative development & incremental delivery",Yes,,Solutions Enabler,100.0,True,confirmed,16.0,21-12-2026
PIPE_0286,5,20-05-2026,31-08-2026,,Bronze,,,31-08-2026,,,,,High,Not Resourced,SSE,100,"Tailwind, Docker, Microsoft Azure (VM, Functions, SQL)",Yes,,Senior Software Engineer,100.0,True,confirmed,16.0,21-12-2026
PIPE_0287,3,23-05-2026,08-06-2026,New Request,Bronze,Axis,,07-09-2026,No,4,SOW Pending Signature,Data Advisory,Low,Not Resourced,P,12.5,,No,,Principal,12.5,False,speculative,4.0,05-10-2026
PIPE_0288,3,23-05-2026,08-06-2026,,Bronze,,,07-09-2026,,,,,Low,Not Resourced,SC,50,,No,,Solution Consultant,50.0,False,speculative,16.0,28-12-2026
PIPE_0289,3,23-05-2026,08-06-2026,,Bronze,,,07-09-2026,,,,,Low,Not Resourced,AC,100,,No,,Associate Consultant,100.0,False,speculative,16.0,28-12-2026
PIPE_0290,3,23-05-2026,08-06-2026,,Bronze,,,07-09-2026,,,,,Low,Not Resourced,PA,25,,No,,Associate Partner,25.0,False,speculative,16.0,28-12-2026
PIPE_0291,3,23-05-2026,08-06-2026,,Bronze,,,07-09-2026,,,,,Low,Not Resourced,Sol Con,100,"Logging & alerting, Multi-job execution control, JSON / API extraction",No,Check Ajeeth's leave to make sure this will work,Solution Consultant,100.0,False,speculative,16.0,28-12-2026
PIPE_0292,3,23-05-2026,08-06-2026,,Bronze,,,07-09-2026,,,,,Low,Not Resourced,SSE,100,"Branching, OAuth 2.0, Express.JS",No,,Senior Software Engineer,100.0,False,speculative,16.0,28-12-2026
PIPE_0293,3,23-05-2026,08-06-2026,,Bronze,,,07-09-2026,,,,,Low,Not Resourced,SSE,100,"SCD basics, Playwright & Selenium, Scrapy",No,,Senior Software Engineer,100.0,False,speculative,16.0,28-12-2026
