project_id,project_start_date,project_end_date,type_of_project,project_status,reporter_id,approver_id,CLIENT_ID,tech_coe,proposition_coe,is_active_project,is_overrunning,days_until_end,ramp_down_window,tech_coe_primary
CLIENT_9_153,20-09-2022,02-12-2022,Internal Project,COMPLETE,EMP1036,EMP233,CLIENT_9,,,False,False,-1303,none,
CLIENT_20_013,10-10-2022,18-11-2022,Client Project,COMPLETE,,EMP762,CLIENT_20,,,False,False,-1317,none,
CLIENT_367_002,22-08-2022,11-11-2022,Client Project,COMPLETE,EMP308,EMP398,CLIENT_367,,,False,False,-1324,none,
CLIENT_9_078,02-05-2022,10-06-2022,Internal Project,COMPLETE,EMP385,EMP385,CLIENT_9,,,False,False,-1478,none,
CLIENT_265_002,03-05-2018,31-05-2019,Client Project,COMPLETE,EMP308,EMP308,CLIENT_265,,,False,False,-2584,none,
CLIENT_165_011,08-04-2019,31-08-2019,Client Project,COMPLETE,EMP385,EMP385,CLIENT_165,,,False,False,-2492,none,
CLIENT_368_001,30-09-2024,11-11-2024,Client Project,COMPLETE,EMP333,EMP636,CLIENT_368,UI/UX;Data Governance;Consulting,Core Reporting,False,False,-593,none,UI/UX
CLIENT_369_001,25-10-2021,13-05-2022,Client Project,COMPLETE,EMP533,EMP533,CLIENT_369,,,False,False,-1506,none,
CLIENT_343_001,04-03-2024,06-05-2024,Client Project,COMPLETE,EMP684,EMP237,CLIENT_343,Data Engineering;Data Science,Core Reporting,False,False,-782,none,Data Engineering
CLIENT_12_015,01-12-2023,31-05-2024,Client Project,COMPLETE,EMP676,EMP676,CLIENT_12,,Managed Services,False,False,-757,none,
CLIENT_120_023,01-04-2025,29-09-2025,Client Project,COMPLETE,EMP210,EMP771,CLIENT_120,Data Engineering,Core Reporting,False,False,-271,none,Data Engineering
CLIENT_9_175,09-10-2023,30-11-2023,Client Project,COMPLETE,EMP215,EMP215,CLIENT_9,,,False,False,-940,none,
CLIENT_25_011,29-06-2023,07-07-2023,Client Project,COMPLETE,EMP233,EMP233,CLIENT_25,,,False,False,-1086,none,
CLIENT_39_010,15-03-2021,19-03-2021,Client Project,COMPLETE,EMP474,EMP474,CLIENT_39,,,False,False,-1926,none,
CLIENT_9_191,01-01-2024,31-12-2024,Internal Project,CLOSED,EMP492,EMP492,CLIENT_9,,,False,False,-543,none,
CLIENT_243_005,13-01-2025,31-08-2026,Managed Services,ACTIVE,EMP812,EMP490,CLIENT_243,Data Engineering;Full Stack Engineering,Managed Services,True,False,65,90_days,Data Engineering
CLIENT_184_001,25-07-2022,30-09-2022,Client Project,COMPLETE,EMP474,EMP474,CLIENT_184,,,False,False,-1366,none,
CLIENT_370_001,20-06-2024,18-07-2024,Client Project,COMPLETE,EMP173,EMP173,CLIENT_370,Data Science,Value Creation,False,False,-709,none,Data Science
CLIENT_179_004,09-11-2020,29-01-2021,Client Project,COMPLETE,,,CLIENT_179,,,False,False,-1975,none,
CLIENT_86_012,25-10-2022,19-12-2022,Client Project,COMPLETE,EMP768,EMP768,CLIENT_86,,,False,False,-1286,none,
CLIENT_371_001,20-12-2020,29-07-2022,Client Project,COMPLETE,EMP22,EMP791,CLIENT_371,,,False,False,-1429,none,
CLIENT_308_002,01-11-2021,31-12-2021,Client Project,COMPLETE,EMP308,EMP308,CLIENT_308,,,False,False,-1639,none,
CLIENT_49_003,19-03-2025,12-05-2025,Client Project,COMPLETE,EMP320,EMP237,CLIENT_49,Data Engineering;BI and Reporting,Core Reporting,False,False,-411,none,Data Engineering
CLIENT_361_002,03-08-2022,09-09-2022,Client Project,COMPLETE,EMP308,EMP308,CLIENT_361,,,False,False,-1387,none,
CLIENT_12_003,05-04-2021,02-07-2021,Client Project,COMPLETE,EMP700,EMP700,CLIENT_12,,,False,False,-1821,none,
CLIENT_226_004,22-12-2025,31-08-2026,Managed Services,ACTIVE,EMP322,EMP492,CLIENT_226,BI and Reporting;Data Engineering;Full Stack Engineering,Managed Service,True,False,65,90_days,BI and Reporting
CLIENT_185_002,21-11-2022,31-12-2022,Client Project,COMPLETE,EMP1031,EMP1031,CLIENT_185,,,False,False,-1274,none,
CLIENT_9_247,30-11-2024,31-12-2026,Internal Project,ACTIVE,EMP529,EMP648,CLIENT_9,,,True,False,187,none,
CLIENT_127_034,01-01-2026,31-12-2035,BAU Activity,ACTIVE,EMP648,EMP648,CLIENT_127,,,True,False,3474,none,
CLIENT_166_004,25-03-2024,12-04-2024,Client Project,COMPLETE,EMP22,EMP245,CLIENT_166,Data Engineering,Data and Reporting,False,False,-806,none,Data Engineering
CLIENT_43_016,10-01-2022,28-02-2022,Client Project,COMPLETE,EMP385,EMP385,CLIENT_43,,,False,False,-1580,none,
CLIENT_1_008,19-03-2025,28-03-2025,Client Project,COMPLETE,EMP903,EMP398,CLIENT_1,,Due Diligence,False,False,-456,none,
CLIENT_146_001,22-04-2025,30-05-2025,Client Project,COMPLETE,EMP22,EMP1011,CLIENT_146,Data Engineering;TechOps and Automation;Consulting;BI and Reporting,Data Advisory,False,False,-393,none,Data Engineering
CLIENT_372_002,08-08-2022,29-12-2023,Client Project,COMPLETE,EMP836,EMP882,CLIENT_372,,Core Reporting,False,False,-911,none,
CLIENT_183_001,22-09-2025,07-11-2025,Client Project,COMPLETE,EMP974,EMP194,CLIENT_183,,Exit Support,False,False,-232,none,
CLIENT_36_001,28-07-2025,29-08-2025,Client Project,COMPLETE,EMP688,EMP636,CLIENT_36,BI and Reporting;Data Engineering;Consulting,Core Reporting,False,False,-302,none,BI and Reporting
CLIENT_311_001,15-09-2025,12-10-2025,Client Project,COMPLETE,EMP346,EMP683,CLIENT_311,Gen AI;Data Science & ML;BI and Reporting,Exit Support,False,False,-258,none,Gen AI
CLIENT_373_001,13-11-2025,18-12-2025,Client Project,COMPLETE,EMP359,EMP635,CLIENT_373,BI and Reporting,Core Reporting,False,False,-191,none,BI and Reporting
CLIENT_308_006,10-11-2023,15-11-2023,Client Project,COMPLETE,EMP596,EMP904,CLIENT_308,,,False,False,-955,none,
CLIENT_374_001,23-08-2021,03-09-2021,Client Project,COMPLETE,EMP474,EMP474,CLIENT_374,,,False,False,-1758,none,
CLIENT_375_001,24-06-2019,30-06-2020,Client Project,COMPLETE,,,CLIENT_375,,,False,False,-2188,none,
CLIENT_376_002,15-06-2026,24-08-2026,Client Project,PROPOSE,EMP688,EMP688,CLIENT_376,BI and Reporting;Data Engineering,Core Reporting,False,False,58,none,BI and Reporting
CLIENT_205_001,25-05-2025,15-08-2025,Client Project,COMPLETE,EMP684,EMP443,CLIENT_205,Consulting,Data Advisory,False,False,-316,none,Consulting
CLIENT_9_177,20-11-2023,15-12-2023,Internal Project,COMPLETE,EMP22,EMP22,CLIENT_9,,,False,False,-925,none,
CLIENT_105_004,22-05-2023,04-08-2023,Client Project,COMPLETE,EMP408,EMP408,CLIENT_105,,Core Reporting,False,False,-1058,none,
CLIENT_9_068,14-03-2022,03-07-2022,Internal Project,COMPLETE,EMP474,EMP474,CLIENT_9,,,False,False,-1455,none,
CLIENT_235_001,01-11-2025,28-11-2025,Client Project,COMPLETE,EMP62,EMP244,CLIENT_235,Consulting;Full Stack Engineering,Data Advisory,False,False,-211,none,Consulting
CLIENT_377_002,06-05-2024,12-07-2024,Client Project,COMPLETE,EMP474,EMP781,CLIENT_377,Analytical Engineering,Core Reporting,False,False,-715,none,Analytical Engineering
CLIENT_378_001,06-02-2023,14-05-2023,Client Project,COMPLETE,EMP308,EMP308,CLIENT_378,,,False,False,-1140,none,
CLIENT_379_001,09-05-2021,30-04-2022,Client Project,COMPLETE,EMP385,EMP385,CLIENT_379,,,False,False,-1519,none,
CLIENT_108_001,31-05-2024,19-07-2024,Client Project,COMPLETE,EMP557,EMP398,CLIENT_108,Data Engineering,Core Reporting,False,False,-708,none,Data Engineering
CLIENT_380_001,01-12-2025,29-12-2025,Client Project,COMPLETE,EMP27,EMP882,CLIENT_380,BI and Reporting;Consulting,Core Reporting,False,False,-180,none,BI and Reporting
CLIENT_9_126,12-09-2022,02-12-2022,Internal Project,COMPLETE,EMP474,EMP973,CLIENT_9,,,False,False,-1303,none,
CLIENT_381_001,06-10-2025,31-10-2025,Client Project,COMPLETE,EMP152,EMP535,CLIENT_381,Data Engineering;BI and Reporting,Core Reporting,False,False,-239,none,Data Engineering
CLIENT_34_004,17-06-2019,12-07-2019,Client Project,COMPLETE,,,CLIENT_34,,,False,False,-2542,none,
CLIENT_382_003,21-02-2023,06-03-2023,Client Project,COMPLETE,EMP535,EMP588,CLIENT_382,,,False,False,-1209,none,
CLIENT_20_001,12-04-2021,28-02-2022,Client Project,COMPLETE,EMP903,EMP903,CLIENT_20,,,False,False,-1580,none,
CLIENT_221_001,15-03-2023,22-03-2023,Client Project,COMPLETE,EMP408,EMP408,CLIENT_221,,,False,False,-1193,none,
CLIENT_383_002,01-05-2022,01-07-2022,Client Project,COMPLETE,EMP1031,EMP1031,CLIENT_383,,,False,False,-1457,none,
CLIENT_9_225,12-08-2024,09-09-2024,Client Project,COMPLETE,EMP907,EMP98,CLIENT_9,Software Development and LLMs,Data and Reporting,False,False,-656,none,Software Development and LLMs
CLIENT_193_006,11-11-2024,22-12-2024,Client Project,COMPLETE,EMP308,EMP836,CLIENT_193,Consulting,Data Advisory,False,False,-552,none,Consulting
CLIENT_9_223,12-08-2024,31-12-2026,Internal Project,COMPLETE,EMP445,EMP161,CLIENT_9,,,False,False,187,none,
CLIENT_21_017,13-05-2024,18-10-2024,Client Project,COMPLETE,EMP233,EMP277,CLIENT_21,Software Development and LLMs,Managed Services,False,False,-617,none,Software Development and LLMs
CLIENT_384_003,16-09-2024,27-12-2024,Client Project,COMPLETE,EMP833,EMP398,CLIENT_384,Analytical Engineering,Exit Support,False,False,-547,none,Analytical Engineering
CLIENT_21_002,25-01-2021,19-02-2021,Client Project,COMPLETE,EMP263,,CLIENT_21,,,False,False,-1954,none,
CLIENT_168_003,06-01-2025,06-04-2025,Client Project,COMPLETE,EMP322,EMP791,CLIENT_168,BI and Reporting,Core Reporting,False,False,-447,none,BI and Reporting
CLIENT_327_006,29-07-2024,22-12-2024,Managed Services,COMPLETE,EMP571,EMP244,CLIENT_327,Data Engineering,Managed Services,False,False,-552,none,Data Engineering
CLIENT_325_004,02-01-2024,29-01-2024,Client Project,COMPLETE,EMP1036,EMP20,CLIENT_325,,Core Reporting,False,False,-880,none,
CLIENT_48_002,16-01-2023,31-03-2023,Client Project,COMPLETE,EMP596,EMP791,CLIENT_48,,,False,False,-1184,none,
CLIENT_79_006,22-09-2025,29-09-2025,Client Project,PROPOSE,EMP349,EMP167,CLIENT_79,,Exit Support,False,False,-271,none,
CLIENT_42_018,04-06-2024,30-07-2024,Client Project,COMPLETE,EMP346,EMP529,CLIENT_42,,Data and Reporting,False,False,-697,none,
CLIENT_2_003,01-12-2025,22-12-2025,Client Project,DEAL WON,EMP40,EMP791,CLIENT_2,Data Engineering,Managed Service,True,False,-187,30_days,Data Engineering
CLIENT_41_005,17-05-2021,31-07-2022,Client Project,COMPLETE,,,CLIENT_41,,,False,False,-1427,none,
CLIENT_385_001,09-02-2020,31-05-2020,Client Project,COMPLETE,EMP308,EMP308,CLIENT_385,,,False,False,-2218,none,
CLIENT_169_006,18-05-2026,08-06-2026,Client Project,ACTIVE,EMP557,EMP167,CLIENT_169,BI and Reporting,Core Reporting,True,True,-19,none,BI and Reporting
CLIENT_198_003,04-02-2019,31-12-2019,Client Project,COMPLETE,,EMP9,CLIENT_198,,,False,False,-2370,none,
CLIENT_12_026,01-03-2025,30-05-2025,Managed Services,COMPLETE,EMP676,EMP667,CLIENT_12,TechOps and Automation,Value Creation,False,False,-393,none,TechOps and Automation
CLIENT_18_027,02-06-2025,10-08-2025,Managed Services,COMPLETE,EMP233,EMP490,CLIENT_18,Full Stack Engineering,Managed Services,False,False,-321,none,Full Stack Engineering
CLIENT_112_003,03-08-2020,30-09-2020,Client Project,COMPLETE,EMP700,EMP700,CLIENT_112,,,False,False,-2096,none,
CLIENT_9_149,12-09-2022,02-12-2022,Internal Project,COMPLETE,EMP173,EMP173,CLIENT_9,,,False,False,-1303,none,
CLIENT_386_001,18-03-2026,01-04-2026,Client Project,DEAL WON,EMP812,EMP1036,CLIENT_386,Consulting,Data Advisory,True,False,-87,30_days,Consulting
CLIENT_387_001,04-05-2026,29-06-2026,Client Project,PROPOSE,EMP751,EMP445,CLIENT_387,Data Engineering,Core Reporting,False,False,2,none,Data Engineering
CLIENT_18_024,01-07-2024,30-09-2024,Managed Services,COMPLETE,EMP492,EMP490,CLIENT_18,Software Development and LLMs,Managed Services,False,False,-635,none,Software Development and LLMs
CLIENT_388_001,20-04-2026,22-06-2026,Client Project,ACTIVE,EMP314,EMP68,CLIENT_388,Data Engineering;BI and Reporting;Consulting;Data Science & ML,Value Creation,True,True,-5,none,Data Engineering
CLIENT_25_008,01-11-2022,31-07-2024,Managed Services,COMPLETE,EMP233,EMP167,CLIENT_25,,Managed Services,False,False,-696,none,
CLIENT_42_001,24-10-2022,11-11-2022,Client Project,COMPLETE,EMP661,EMP661,CLIENT_42,,,False,False,-1324,none,
CLIENT_389_001,08-12-2023,26-01-2024,Client Project,COMPLETE,EMP935,EMP36,CLIENT_389,,Value Creation,False,False,-883,none,
CLIENT_77_003,27-03-2023,07-04-2023,Client Project,COMPLETE,EMP1031,EMP749,CLIENT_77,,,False,False,-1177,none,
CLIENT_117_009,22-05-2023,25-08-2023,Client Project,COMPLETE,EMP847,EMP847,CLIENT_117,,Core Reporting,False,False,-1037,none,
CLIENT_9_048,14-03-2022,13-05-2022,Internal Project,COMPLETE,EMP385,EMP385,CLIENT_9,,,False,False,-1506,none,
CLIENT_319_004,13-10-2025,30-11-2025,Client Project,COMPLETE,EMP210,EMP438,CLIENT_319,Data Engineering,Exit Support,False,False,-209,none,Data Engineering
CLIENT_9_090,02-05-2022,10-06-2022,Internal Project,COMPLETE,EMP385,EMP385,CLIENT_9,,,False,False,-1478,none,
CLIENT_28_001,02-03-2020,30-04-2020,Client Project,COMPLETE,EMP700,EMP9,CLIENT_28,,,False,False,-2249,none,
CLIENT_187_006,22-09-2025,26-10-2025,Client Project,DEAL LOST,EMP306,EMP306,CLIENT_187,Consulting;Data Science & ML,Value Creation,False,False,-244,none,Consulting
CLIENT_3_002,11-10-2023,07-01-2024,Client Project,COMPLETE,EMP306,EMP426,CLIENT_3,,Value Creation,False,False,-902,none,
CLIENT_127_026,01-02-2019,06-01-2025,BAU Activity,COMPLETE,EMP39,EMP39,CLIENT_127,,,False,False,-537,none,
CLIENT_43_025,10-07-2019,08-08-2019,Client Project,COMPLETE,,,CLIENT_43,,,False,False,-2515,none,
CLIENT_327_004,18-03-2024,21-03-2024,Client Project,COMPLETE,EMP557,EMP244,CLIENT_327,,Core Reporting,False,False,-828,none,
CLIENT_156_002,03-11-2025,22-12-2025,Client Project,COMPLETE,EMP937,EMP791,CLIENT_156,Data Engineering,Core Reporting,False,False,-187,none,Data Engineering
CLIENT_390_002,31-03-2025,17-08-2025,Client Project,COMPLETE,EMP308,EMP812,CLIENT_390,Consulting,Core Reporting,False,False,-314,none,Consulting
CLIENT_289_002,28-01-2025,14-02-2025,Client Project,COMPLETE,EMP732,EMP231,CLIENT_289,BI and Reporting,Core Reporting,False,False,-498,none,BI and Reporting
CLIENT_391_001,21-10-2024,01-12-2024,Client Project,COMPLETE,EMP306,EMP973,CLIENT_391,Data Engineering,Core Reporting,False,False,-573,none,Data Engineering
CLIENT_34_008,01-02-2019,28-02-2019,Client Project,COMPLETE,,,CLIENT_34,,,False,False,-2676,none,
CLIENT_89_004,19-05-2025,17-08-2025,Client Project,COMPLETE,EMP688,EMP244,CLIENT_89,Data Engineering;BI and Reporting,Core Reporting,False,False,-314,none,Data Engineering
CLIENT_80_011,13-06-2025,17-07-2025,Client Project,COMPLETE,EMP195,EMP195,CLIENT_80,BI and Reporting,Core Reporting,False,False,-345,none,BI and Reporting
CLIENT_9_029,01-01-2020,31-12-2021,Internal Project,COMPLETE,EMP210,EMP210,CLIENT_9,,,False,False,-1639,none,
CLIENT_59_005,20-04-2023,12-05-2023,Client Project,COMPLETE,EMP474,EMP173,CLIENT_59,,,False,False,-1142,none,
CLIENT_128_010,11-03-2024,10-05-2024,Client Project,COMPLETE,EMP333,EMP245,CLIENT_128,,,False,False,-778,none,
CLIENT_383_003,16-10-2022,16-12-2022,Client Project,COMPLETE,EMP661,EMP661,CLIENT_383,,,False,False,-1289,none,
CLIENT_135_004,23-05-2024,30-05-2024,Client Project,COMPLETE,EMP1012,EMP1012,CLIENT_135,,Value Creation,False,False,-758,none,
CLIENT_259_003,28-04-2025,30-04-2025,Client Project,COMPLETE,EMP836,EMP836,CLIENT_259,BI and Reporting;Data Engineering,Core Reporting,False,False,-423,none,BI and Reporting
CLIENT_9_201,19-02-2024,08-03-2024,Client Project,COMPLETE,EMP668,EMP668,CLIENT_9,,Other,False,False,-841,none,
CLIENT_197_002,26-06-2022,14-07-2022,Client Project,COMPLETE,EMP385,EMP385,CLIENT_197,,,False,False,-1444,none,
CLIENT_168_008,30-03-2026,29-06-2026,Client Project,DEAL WON,EMP349,EMP271,CLIENT_168,Data Engineering;Data Science & ML,Value Creation,True,False,2,30_days,Data Engineering
CLIENT_62_003,15-09-2025,12-10-2025,Client Project,COMPLETE,EMP479,EMP479,CLIENT_62,Data Engineering,Due Diligence,False,False,-258,none,Data Engineering
CLIENT_5_001,24-02-2020,27-03-2020,Client Project,COMPLETE,EMP700,EMP700,CLIENT_5,,,False,False,-2283,none,
CLIENT_60_001,28-01-2019,31-05-2019,Client Project,COMPLETE,EMP801,EMP9,CLIENT_60,,,False,False,-2584,none,
CLIENT_217_002,04-05-2026,31-08-2026,Client Project,ACTIVE,EMP688,EMP428,CLIENT_217,BI and Reporting;Data Engineering;Consulting,Exit Support,True,False,65,90_days,BI and Reporting
CLIENT_392_002,01-02-2019,28-02-2019,Client Project,COMPLETE,EMP222,EMP9,CLIENT_392,,,False,False,-2676,none,
CLIENT_134_003,03-08-2021,23-09-2021,Client Project,COMPLETE,EMP474,EMP474,CLIENT_134,,,False,False,-1738,none,
CLIENT_12_022,02-09-2024,02-12-2024,Managed Services,COMPLETE,EMP676,EMP676,CLIENT_12,Data Engineering,Managed Services,False,False,-572,none,Data Engineering
CLIENT_143_008,30-06-2025,08-08-2025,Client Project,COMPLETE,EMP809,EMP676,CLIENT_143,Full Stack Engineering,Value Creation,False,False,-323,none,Full Stack Engineering
CLIENT_332_001,26-01-2026,23-03-2026,Client Project,COMPLETE,EMP809,EMP231,CLIENT_332,BI and Reporting,Core Reporting,False,False,-96,none,BI and Reporting
CLIENT_191_002,24-08-2020,18-09-2020,Client Project,COMPLETE,EMP474,EMP474,CLIENT_191,,,False,False,-2108,none,
CLIENT_23_018,03-11-2025,22-12-2025,Client Project,COMPLETE,EMP601,EMP288,CLIENT_23,BI and Reporting,Exit Support,False,False,-187,none,BI and Reporting
CLIENT_168_002,28-10-2024,29-12-2024,Client Project,COMPLETE,EMP322,EMP791,CLIENT_168,Data Engineering;BI and Reporting;Consulting;TechOps and Automation,Core Reporting,False,False,-545,none,Data Engineering
CLIENT_203_003,14-11-2024,23-11-2024,Client Project,COMPLETE,EMP533,EMP314,CLIENT_203,BI and Reporting,Due Diligence,False,False,-581,none,BI and Reporting
CLIENT_123_001,19-01-2023,03-02-2023,Client Project,COMPLETE,EMP860,EMP1036,CLIENT_123,,,False,False,-1240,none,
CLIENT_343_005,09-02-2026,02-03-2026,Client Project,DEAL WON,EMP684,EMP684,CLIENT_343,Data Engineering;BI and Reporting,Core Reporting,True,False,-117,30_days,Data Engineering
CLIENT_239_003,15-08-2025,03-10-2025,Client Project,COMPLETE,EMP557,EMP194,CLIENT_239,BI and Reporting,Value Creation,False,False,-267,none,BI and Reporting
CLIENT_180_001,29-05-2023,22-07-2023,Client Project,COMPLETE,EMP1031,EMP20,CLIENT_180,,Managed Services,False,False,-1071,none,
CLIENT_3_004,05-02-2024,01-03-2024,Client Project,COMPLETE,EMP571,EMP426,CLIENT_3,,Value Creation,False,False,-848,none,
CLIENT_213_006,04-04-2022,29-07-2022,Client Project,COMPLETE,EMP903,EMP233,CLIENT_213,,,False,False,-1429,none,
CLIENT_25_001,23-02-2020,08-09-2022,Client Project,COMPLETE,EMP903,EMP903,CLIENT_25,,Managed Services,False,False,-1388,none,
CLIENT_393_002,04-07-2019,26-07-2019,Client Project,COMPLETE,EMP821,EMP9,CLIENT_393,,,False,False,-2528,none,
CLIENT_90_004,07-08-2024,28-08-2024,Client Project,COMPLETE,EMP596,EMP596,CLIENT_90,,Data and Reporting,False,False,-668,none,
CLIENT_394_001,16-06-2025,04-07-2025,Client Project,COMPLETE,EMP479,EMP490,CLIENT_394,BI and Reporting,Exit Support,False,False,-358,none,BI and Reporting
CLIENT_395_001,09-02-2026,10-04-2026,Client Project,COMPLETE,,EMP215,CLIENT_395,Data Engineering;BI and Reporting,Exit Support,False,False,-78,none,Data Engineering
CLIENT_133_003,15-06-2026,06-07-2026,Client Project,SOW PENDING SIGNATURE,EMP152,EMP667,CLIENT_133,Data Engineering;BI and Reporting,Core Reporting,False,False,9,none,Data Engineering
CLIENT_21_010,07-02-2022,31-12-2022,Client Project,COMPLETE,EMP973,EMP973,CLIENT_21,,,False,False,-1274,none,
CLIENT_9_040,03-01-2022,19-05-2022,Internal Project,COMPLETE,EMP263,EMP263,CLIENT_9,,,False,False,-1500,none,
CLIENT_172_003,26-05-2025,31-12-2025,Client Project,COMPLETE,EMP903,EMP231,CLIENT_172,BI and Reporting;Data Engineering,Core Reporting,False,False,-178,none,BI and Reporting
CLIENT_18_006,01-09-2021,30-09-2021,Client Project,COMPLETE,EMP263,,CLIENT_18,,,False,False,-1731,none,
CLIENT_396_001,20-02-2018,07-12-2018,Client Project,COMPLETE,,EMP9,CLIENT_396,,,False,False,-2759,none,
CLIENT_43_014,04-10-2021,30-11-2021,Client Project,COMPLETE,EMP385,EMP385,CLIENT_43,,,False,False,-1670,none,
CLIENT_12_002,04-01-2021,02-04-2021,Client Project,COMPLETE,EMP700,EMP9,CLIENT_12,,,False,False,-1912,none,
CLIENT_397_001,16-06-2022,01-07-2022,Client Project,COMPLETE,EMP385,EMP385,CLIENT_397,,,False,False,-1457,none,
CLIENT_327_002,17-11-2023,23-11-2023,Client Project,COMPLETE,EMP557,EMP231,CLIENT_327,,,False,False,-947,none,
CLIENT_196_002,12-06-2023,16-06-2023,Client Project,COMPLETE,EMP22,EMP22,CLIENT_196,,,False,False,-1107,none,
CLIENT_9_241,13-01-2025,31-07-2026,Client Project,ACTIVE,EMP667,EMP215,CLIENT_9,Full Stack Engineering,Value Creation,True,False,34,60_days,Full Stack Engineering
CLIENT_65_001,06-04-2020,15-05-2020,Client Project,COMPLETE,EMP474,EMP474,CLIENT_65,,,False,False,-2234,none,
CLIENT_75_007,22-06-2026,20-07-2026,Client Project,PROPOSE,EMP812,EMP231,CLIENT_75,BI and Reporting;Data Engineering,Core Reporting,False,False,23,none,BI and Reporting
CLIENT_350_001,06-09-2021,01-10-2021,Client Project,COMPLETE,,,CLIENT_350,,,False,False,-1730,none,
CLIENT_398_,01-01-2022,31-12-2030,Sales Activity,PROPOSE,EMP9,EMP9,CLIENT_398,,,False,False,1648,none,
CLIENT_107_001,05-12-2022,10-02-2023,Client Project,COMPLETE,EMP958,EMP398,CLIENT_107,,,False,False,-1233,none,
CLIENT_155_006,22-06-2026,03-08-2026,Client Project,SCOPING APPROVAL,EMP1036,EMP701,CLIENT_155,Data Engineering,Core Reporting,False,False,37,none,Data Engineering
CLIENT_390_001,30-01-2025,12-12-2025,Client Project,COMPLETE,EMP308,EMP812,CLIENT_390,Consulting,Core Reporting,False,False,-197,none,Consulting
CLIENT_325_001,17-10-2022,24-02-2023,Client Project,COMPLETE,EMP474,EMP210,CLIENT_325,,,False,False,-1219,none,
CLIENT_120_010,01-01-2024,31-12-2024,Client Project,COMPLETE,EMP210,EMP771,CLIENT_120,,Core Reporting,False,False,-543,none,
CLIENT_19_006,28-09-2025,12-12-2025,Client Project,COMPLETE,EMP847,EMP398,CLIENT_19,Gen AI,Value Creation,False,False,-197,none,Gen AI
CLIENT_19_003,27-06-2025,30-11-2025,Client Project,COMPLETE,EMP195,EMP68,CLIENT_19,BI and Reporting;Data Engineering,Core Reporting,False,False,-209,none,BI and Reporting
CLIENT_399_002,14-11-2022,10-02-2023,Client Project,COMPLETE,EMP408,EMP231,CLIENT_399,,,False,False,-1233,none,
CLIENT_123_003,06-03-2023,14-06-2023,Client Project,COMPLETE,EMP1036,EMP973,CLIENT_123,,,False,False,-1109,none,
CLIENT_9_051,14-03-2022,22-04-2022,Internal Project,COMPLETE,EMP308,EMP308,CLIENT_9,,,False,False,-1527,none,
CLIENT_265_001,30-11-2016,31-05-2019,Client Project,COMPLETE,EMP351,EMP351,CLIENT_265,,,False,False,-2584,none,
CLIENT_17_001,27-02-2023,09-06-2023,Client Project,COMPLETE,EMP474,EMP252,CLIENT_17,,,False,False,-1114,none,
CLIENT_138_001,19-01-2026,06-03-2026,Client Project,COMPLETE,EMP314,EMP397,CLIENT_138,Data Science & ML,Value Creation,False,False,-113,none,Data Science & ML
CLIENT_134_002,17-05-2021,11-06-2021,Client Project,COMPLETE,EMP474,EMP535,CLIENT_134,,,False,False,-1842,none,
CLIENT_165_009,01-07-2021,08-07-2021,Client Project,COMPLETE,EMP474,EMP474,CLIENT_165,,,False,False,-1815,none,
CLIENT_51_001,15-04-2025,23-05-2025,Client Project,COMPLETE,EMP994,EMP398,CLIENT_51,Gen AI;BI and Reporting,Exit Support,False,False,-400,none,Gen AI
CLIENT_76_005,11-08-2025,30-11-2025,Client Project,COMPLETE,EMP314,EMP252,CLIENT_76,Gen AI;Data Science & ML;Data Engineering,Value Creation,False,False,-209,none,Gen AI
CLIENT_90_002,23-04-2023,31-12-2025,Managed Services,COMPLETE,EMP596,EMP20,CLIENT_90,,Managed Services,False,False,-178,none,
CLIENT_39_019,27-09-2021,01-10-2021,Client Project,COMPLETE,EMP308,EMP308,CLIENT_39,,,False,False,-1730,none,
CLIENT_284_001,16-02-2026,24-04-2026,Client Project,COMPLETE,EMP974,EMP445,CLIENT_284,Data Engineering;BI and Reporting;Consulting,Core Reporting,False,False,-64,none,Data Engineering
CLIENT_292_002,26-01-2020,30-04-2020,Client Project,COMPLETE,EMP385,EMP385,CLIENT_292,,,False,False,-2249,none,
CLIENT_9_059,14-03-2022,13-05-2022,Internal Project,COMPLETE,EMP1042,,CLIENT_9,,,False,False,-1506,none,
CLIENT_9_031,14-07-2020,08-09-2022,Internal Project,COMPLETE,EMP355,EMP355,CLIENT_9,,,False,False,-1388,none,
CLIENT_41_007,05-07-2021,10-09-2021,Client Project,COMPLETE,,,CLIENT_41,,,False,False,-1751,none,
CLIENT_106_002,10-11-2023,17-11-2023,Managed Services,COMPLETE,EMP173,EMP98,CLIENT_106,,,False,False,-953,none,
CLIENT_238_002,11-05-2026,01-06-2026,Client Project,DEAL WON,EMP974,EMP425,CLIENT_238,BI and Reporting,Core Reporting,True,False,-26,30_days,BI and Reporting
CLIENT_123_007,11-11-2024,22-11-2024,Client Project,COMPLETE,,,CLIENT_123,Data Engineering,Exit Support,False,False,-582,none,Data Engineering
CLIENT_139_003,09-11-2020,31-01-2021,Client Project,COMPLETE,EMP533,EMP9,CLIENT_139,,,False,False,-1973,none,
CLIENT_177_003,03-11-2024,23-11-2024,Client Project,COMPLETE,EMP732,EMP667,CLIENT_177,Data Engineering;TechOps and Automation,Core Reporting,False,False,-581,none,Data Engineering
CLIENT_98_003,23-10-2017,30-06-2020,Client Project,COMPLETE,EMP676,EMP676,CLIENT_98,,,False,False,-2188,none,
